y,p,r
1.6737,1.3550,0.1096
1.6709,1.3556,0.1108
1.6676,1.3565,0.1107
1.6632,1.3587,0.1088
1.6592,1.3609,0.1067
1.6582,1.3629,0.1066
1.6580,1.3641,0.1067
1.6574,1.3654,0.1060
1.6566,1.3663,0.1047
1.6558,1.3670,0.1033
1.6552,1.3674,0.1020
1.6545,1.3680,0.1003
1.6540,1.3683,0.0988
1.6534,1.3686,0.0971
1.6526,1.3688,0.0952
1.6522,1.3689,0.0935
1.6516,1.3690,0.0917
1.6512,1.3691,0.0900
1.6506,1.3691,0.0882
1.6501,1.3691,0.0864
1.6495,1.3689,0.0847
1.6490,1.3687,0.0831
1.6486,1.3684,0.0816
1.6480,1.3681,0.0801
1.6475,1.3678,0.0788
1.6471,1.3673,0.0777
1.6465,1.3669,0.0766
1.6460,1.3664,0.0757
1.6456,1.3660,0.0750
1.6451,1.3654,0.0744
1.6445,1.3652,0.0738
1.6440,1.3651,0.0733
1.6436,1.3649,0.0729
1.6431,1.3648,0.0724
1.6426,1.3647,0.0719
1.6421,1.3646,0.0713
1.6415,1.3646,0.0708
1.6410,1.3645,0.0703
1.6406,1.3644,0.0698
1.6403,1.3642,0.0695
1.6398,1.3641,0.0690
1.6394,1.3640,0.0686
1.6389,1.3639,0.0681
1.6385,1.3638,0.0676
1.6380,1.3637,0.0671
1.6375,1.3636,0.0666
1.6371,1.3635,0.0663
1.6366,1.3634,0.0657
1.6361,1.3633,0.0652
1.6357,1.3632,0.0648
1.6352,1.3631,0.0644
1.6349,1.3631,0.0639
1.6345,1.3629,0.0636
1.6341,1.3628,0.0631
1.6338,1.3627,0.0628
1.6333,1.3625,0.0624
1.6330,1.3624,0.0620
1.6326,1.3623,0.0616
1.6323,1.3622,0.0612
1.6318,1.3621,0.0608
1.6314,1.3621,0.0604
1.6310,1.3619,0.0600
1.6307,1.3619,0.0596
1.6303,1.3617,0.0593
1.6299,1.3616,0.0589
1.6296,1.3615,0.0586
1.6292,1.3615,0.0581
1.6289,1.3613,0.0579
1.6287,1.3613,0.0576
1.6284,1.3611,0.0574
1.6282,1.3611,0.0571
1.6278,1.3611,0.0567
1.6275,1.3610,0.0563
1.6271,1.3608,0.0559
1.6267,1.3607,0.0556
1.6263,1.3606,0.0552
1.6260,1.3605,0.0549
1.6256,1.3605,0.0545
1.6254,1.3605,0.0541
1.6250,1.3604,0.0538
1.6246,1.3604,0.0535
1.6245,1.3603,0.0533
1.6241,1.3601,0.0529
1.6240,1.3600,0.0528
1.6236,1.3600,0.0524
1.6234,1.3598,0.0521
1.6231,1.3598,0.0518
1.6229,1.3598,0.0516
1.6225,1.3598,0.0513
1.6223,1.3597,0.0510
1.6220,1.3595,0.0508
1.6218,1.3596,0.0505
1.6215,1.3594,0.0502
1.6213,1.3592,0.0500
1.6210,1.3591,0.0497
1.6208,1.3590,0.0494
1.6205,1.3590,0.0492
1.6202,1.3589,0.0489
1.6201,1.3588,0.0486
1.6197,1.3587,0.0484
1.6194,1.3585,0.0481
1.6192,1.3585,0.0478
1.6189,1.3583,0.0475
1.6187,1.3582,0.0473
1.6183,1.3581,0.0469
1.6180,1.3579,0.0467
1.6177,1.3578,0.0463
1.6174,1.3577,0.0460
1.6171,1.3574,0.0457
1.6168,1.3574,0.0453
1.6164,1.3572,0.0449
1.6161,1.3570,0.0447
1.6157,1.3568,0.0443
1.6154,1.3567,0.0440
1.6151,1.3565,0.0436
1.6147,1.3564,0.0433
1.6145,1.3562,0.0430
1.6143,1.3561,0.0428
1.6141,1.3559,0.0426
1.6138,1.3558,0.0423
1.6134,1.3555,0.0419
1.6132,1.3553,0.0417
1.6128,1.3551,0.0413
1.6125,1.3550,0.0411
1.6124,1.3549,0.0408
1.6120,1.3548,0.0405
1.6118,1.3547,0.0403
1.6115,1.3546,0.0400
1.6113,1.3547,0.0398
1.6110,1.3545,0.0395
1.6107,1.3544,0.0391
1.6104,1.3542,0.0389
1.6101,1.3539,0.0386
1.6098,1.3538,0.0382
1.6096,1.3538,0.0381
1.6095,1.3538,0.0379
1.6094,1.3537,0.0378
1.6091,1.3536,0.0376
1.6089,1.3535,0.0373
1.6088,1.3534,0.0372
1.6085,1.3532,0.0370
1.6084,1.3531,0.0368
1.6081,1.3530,0.0365
1.6080,1.3530,0.0363
1.6077,1.3529,0.0362
1.6076,1.3528,0.0360
1.6075,1.3528,0.0358
1.6072,1.3527,0.0356
1.6070,1.3526,0.0354
1.6069,1.3524,0.0352
1.6067,1.3523,0.0351
1.6065,1.3522,0.0348
1.6062,1.3522,0.0346
1.6061,1.3520,0.0344
1.6058,1.3520,0.0343
1.6058,1.3521,0.0342
1.6057,1.3520,0.0341
1.6056,1.3518,0.0339
1.6052,1.3517,0.0336
1.6051,1.3516,0.0334
1.6049,1.3515,0.0333
1.6047,1.3515,0.0331
1.6046,1.3514,0.0330
1.6046,1.3514,0.0328
1.6043,1.3514,0.0327
1.6042,1.3513,0.0325
1.6041,1.3512,0.0324
1.6038,1.3512,0.0322
1.6037,1.3511,0.0320
1.6035,1.3511,0.0318
1.6034,1.3512,0.0317
1.6032,1.3513,0.0315
1.6031,1.3513,0.0314
1.6030,1.3515,0.0313
1.6029,1.3514,0.0312
1.6027,1.3513,0.0310
1.6027,1.3514,0.0309
1.6023,1.3521,0.0307
1.6020,1.3530,0.0305
1.6017,1.3535,0.0307
1.6012,1.3540,0.0308
1.6008,1.3541,0.0313
1.6005,1.3540,0.0320
1.6003,1.3535,0.0329
1.6004,1.3527,0.0340
1.6006,1.3518,0.0352
1.6007,1.3512,0.0361
1.6005,1.3508,0.0365
1.6002,1.3508,0.0368
1.5998,1.3507,0.0371
1.5994,1.3507,0.0374
1.5995,1.3505,0.0381
1.5994,1.3505,0.0386
1.5993,1.3507,0.0387
1.5990,1.3510,0.0385
1.5988,1.3511,0.0383
1.5987,1.3512,0.0381
1.5986,1.3513,0.0380
1.5984,1.3515,0.0378
1.5982,1.3517,0.0376
1.5981,1.3521,0.0375
1.5980,1.3524,0.0374
1.5980,1.3531,0.0373
1.5980,1.3539,0.0372
1.5978,1.3546,0.0371
1.5978,1.3555,0.0371
1.5978,1.3563,0.0370
1.5978,1.3571,0.0369
1.5979,1.3577,0.0370
1.5978,1.3582,0.0369
1.5978,1.3586,0.0368
1.5977,1.3589,0.0367
1.5976,1.3594,0.0366
1.5975,1.3602,0.0365
1.5976,1.3607,0.0365
1.5974,1.3612,0.0363
1.5973,1.3618,0.0362
1.5973,1.3623,0.0361
1.5971,1.3628,0.0360
1.5971,1.3632,0.0358
1.5968,1.3635,0.0356
1.5968,1.3638,0.0355
1.5967,1.3640,0.0354
1.5965,1.3643,0.0352
1.5964,1.3645,0.0351
1.5964,1.3648,0.0351
1.5962,1.3650,0.0349
1.5961,1.3651,0.0348
1.5960,1.3653,0.0347
1.5959,1.3657,0.0346
1.5958,1.3659,0.0345
1.5957,1.3659,0.0344
1.5955,1.3660,0.0341
1.5955,1.3659,0.0341
1.5954,1.3660,0.0340
1.5951,1.3661,0.0337
1.5949,1.3661,0.0336
1.5948,1.3662,0.0335
1.5947,1.3664,0.0333
1.5946,1.3665,0.0332
1.5944,1.3664,0.0331
1.5943,1.3663,0.0329
1.5942,1.3662,0.0328
1.5940,1.3660,0.0327
1.5939,1.3659,0.0326
1.5939,1.3659,0.0325
1.5937,1.3660,0.0323
1.5936,1.3661,0.0322
1.5934,1.3662,0.0321
1.5935,1.3664,0.0321
1.5934,1.3665,0.0319
1.5932,1.3668,0.0318
1.5931,1.3670,0.0316
1.5931,1.3671,0.0316
1.5930,1.3672,0.0315
1.5927,1.3673,0.0313
1.5926,1.3674,0.0312
1.5925,1.3674,0.0311
1.5924,1.3673,0.0309
1.5922,1.3671,0.0308
1.5922,1.3671,0.0308
1.5920,1.3671,0.0306
1.5919,1.3670,0.0305
1.5917,1.3668,0.0303
1.5917,1.3668,0.0303
1.5916,1.3667,0.0301
1.5915,1.3666,0.0300
1.5913,1.3665,0.0299
1.5912,1.3666,0.0298
1.5911,1.3665,0.0297
1.5910,1.3666,0.0295
1.5909,1.3668,0.0294
1.5909,1.3667,0.0294
1.5906,1.3668,0.0292
1.5906,1.3667,0.0291
1.5904,1.3668,0.0290
1.5904,1.3667,0.0289
1.5903,1.3667,0.0288
1.5901,1.3667,0.0287
1.5901,1.3667,0.0287
1.5900,1.3667,0.0285
1.5898,1.3667,0.0283
1.5896,1.3666,0.0282
1.5896,1.3665,0.0281
1.5895,1.3664,0.0280
1.5894,1.3663,0.0279
1.5892,1.3663,0.0278
1.5891,1.3663,0.0277
1.5890,1.3662,0.0275
1.5890,1.3662,0.0275
1.5889,1.3661,0.0274
1.5889,1.3661,0.0274
1.5886,1.3661,0.0272
1.5886,1.3661,0.0272
1.5885,1.3660,0.0271
1.5883,1.3659,0.0269
1.5883,1.3659,0.0269
1.5882,1.3660,0.0267
1.5881,1.3659,0.0267
1.5880,1.3659,0.0266
1.5880,1.3660,0.0265
1.5878,1.3660,0.0264
1.5878,1.3660,0.0263
1.5878,1.3660,0.0263
1.5876,1.3659,0.0261
1.5876,1.3659,0.0261
1.5874,1.3659,0.0260
1.5874,1.3658,0.0259
1.5872,1.3658,0.0258
1.5871,1.3659,0.0257
1.5871,1.3659,0.0257
1.5869,1.3659,0.0255
1.5869,1.3659,0.0255
1.5869,1.3659,0.0254
1.5868,1.3658,0.0253
1.5866,1.3657,0.0252
1.5866,1.3657,0.0252
1.5864,1.3656,0.0250
1.5864,1.3656,0.0250
1.5863,1.3655,0.0249
1.5863,1.3655,0.0248
1.5861,1.3654,0.0247
1.5861,1.3654,0.0247
1.5860,1.3653,0.0246
1.5860,1.3653,0.0245
1.5858,1.3653,0.0245
1.5857,1.3653,0.0243
1.5857,1.3653,0.0243
1.5856,1.3652,0.0241
1.5855,1.3653,0.0241
1.5855,1.3653,0.0241
1.5854,1.3652,0.0240
1.5854,1.3652,0.0239
1.5852,1.3651,0.0238
1.5852,1.3651,0.0237
1.5851,1.3650,0.0237
1.5851,1.3650,0.0237
1.5850,1.3649,0.0235
1.5850,1.3648,0.0235
1.5848,1.3647,0.0235
1.5848,1.3647,0.0234
1.5848,1.3647,0.0234
1.5846,1.3648,0.0232
1.5846,1.3647,0.0232
1.5846,1.3648,0.0231
1.5844,1.3647,0.0231
1.5843,1.3647,0.0229
1.5842,1.3647,0.0229
1.5843,1.3645,0.0229
1.5842,1.3644,0.0228
1.5842,1.3644,0.0228
1.5840,1.3643,0.0226
1.5840,1.3643,0.0226
1.5840,1.3643,0.0226
1.5839,1.3642,0.0225
1.5838,1.3643,0.0225
1.5838,1.3643,0.0224
1.5838,1.3643,0.0224
1.5837,1.3642,0.0223
1.5836,1.3643,0.0222
1.5836,1.3644,0.0222
1.5834,1.3643,0.0220
1.5834,1.3643,0.0220
1.5834,1.3642,0.0220
1.5833,1.3641,0.0219
1.5833,1.3641,0.0219
1.5833,1.3641,0.0219
1.5832,1.3640,0.0218
1.5832,1.3640,0.0217
1.5830,1.3640,0.0217
1.5829,1.3640,0.0216
1.5829,1.3639,0.0215
1.5829,1.3639,0.0215
1.5829,1.3637,0.0215
1.5829,1.3637,0.0215
1.5829,1.3637,0.0215
1.5827,1.3636,0.0214
1.5826,1.3638,0.0213
1.5826,1.3638,0.0213
1.5826,1.3638,0.0213
1.5825,1.3637,0.0211
1.5825,1.3637,0.0211
1.5825,1.3636,0.0211
1.5824,1.3637,0.0210
1.5823,1.3636,0.0209
1.5823,1.3637,0.0209
1.5823,1.3637,0.0209
1.5823,1.3636,0.0208
1.5821,1.3636,0.0208
1.5821,1.3636,0.0208
1.5820,1.3635,0.0207
1.5820,1.3635,0.0207
1.5820,1.3634,0.0206
1.5819,1.3633,0.0205
1.5819,1.3633,0.0205
1.5817,1.3632,0.0204
1.5817,1.3632,0.0204
1.5817,1.3632,0.0204
1.5816,1.3631,0.0203
1.5816,1.3631,0.0202
1.5816,1.3631,0.0202
1.5816,1.3629,0.0202
1.5816,1.3628,0.0202
1.5814,1.3628,0.0201
1.5814,1.3627,0.0201
1.5814,1.3626,0.0201
1.5813,1.3626,0.0200
1.5813,1.3626,0.0200
1.5813,1.3625,0.0199
1.5812,1.3627,0.0198
1.5812,1.3627,0.0198
1.5811,1.3625,0.0198
1.5810,1.3624,0.0198
1.5810,1.3623,0.0197
1.5809,1.3622,0.0196
1.5810,1.3621,0.0196
1.5810,1.3621,0.0196
1.5808,1.3620,0.0195
1.5808,1.3619,0.0195
1.5807,1.3618,0.0195
1.5806,1.3617,0.0193
1.5807,1.3616,0.0193
1.5805,1.3614,0.0193
1.5805,1.3612,0.0192
1.5805,1.3612,0.0192
1.5804,1.3611,0.0191
1.5805,1.3609,0.0192
1.5803,1.3609,0.0191
1.5803,1.3608,0.0191
1.5802,1.3608,0.0190
1.5803,1.3606,0.0190
1.5803,1.3605,0.0190
1.5802,1.3605,0.0189
1.5802,1.3604,0.0189
1.5800,1.3603,0.0188
1.5800,1.3603,0.0188
1.5800,1.3603,0.0188
1.5800,1.3603,0.0188
1.5799,1.3602,0.0187
1.5799,1.3602,0.0187
1.5799,1.3600,0.0187
1.5799,1.3600,0.0186
1.5799,1.3599,0.0186
1.5798,1.3597,0.0186
1.5798,1.3597,0.0186
1.5797,1.3597,0.0185
1.5797,1.3596,0.0185
1.5797,1.3596,0.0185
1.5797,1.3594,0.0185
1.5795,1.3590,0.0184
1.5795,1.3587,0.0183
1.5794,1.3585,0.0183
1.5793,1.3584,0.0181
1.5793,1.3583,0.0181
1.5793,1.3581,0.0181
1.5793,1.3581,0.0181
1.5791,1.3581,0.0180
1.5791,1.3580,0.0180
1.5791,1.3580,0.0180
1.5790,1.3578,0.0179
1.5791,1.3578,0.0180
1.5790,1.3577,0.0178
1.5790,1.3577,0.0178
1.5788,1.3575,0.0177
1.5788,1.3575,0.0177
1.5788,1.3575,0.0177
1.5787,1.3574,0.0177
1.5788,1.3572,0.0177
1.5788,1.3572,0.0177
1.5788,1.3570,0.0177
1.5788,1.3569,0.0176
1.5786,1.3569,0.0176
1.5786,1.3568,0.0175
1.5786,1.3568,0.0175
1.5786,1.3567,0.0175
1.5786,1.3566,0.0175
1.5786,1.3566,0.0174
1.5786,1.3566,0.0174
1.5786,1.3566,0.0174
1.5785,1.3566,0.0174
1.5785,1.3565,0.0174
1.5784,1.3563,0.0173
1.5784,1.3563,0.0173
1.5783,1.3561,0.0173
1.5784,1.3560,0.0173
1.5783,1.3559,0.0172
1.5783,1.3559,0.0172
1.5782,1.3557,0.0172
1.5782,1.3556,0.0172
1.5782,1.3556,0.0172
1.5781,1.3556,0.0171
1.5782,1.3554,0.0171
1.5781,1.3553,0.0171
1.5782,1.3552,0.0171
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5780,1.3551,0.0170
1.5779,1.3550,0.0169
1.5780,1.3548,0.0170
1.5780,1.3548,0.0170
1.5780,1.3548,0.0170
1.5780,1.3548,0.0170
1.5779,1.3547,0.0169
1.5780,1.3545,0.0169
1.5778,1.3544,0.0168
1.5778,1.3542,0.0168
1.5778,1.3540,0.0168
1.5778,1.3539,0.0167
1.5777,1.3537,0.0167
1.5777,1.3534,0.0167
1.5777,1.3532,0.0167
1.5775,1.3529,0.0166
1.5775,1.3526,0.0165
1.5773,1.3522,0.0164
1.5772,1.3517,0.0164
1.5772,1.3513,0.0163
1.5770,1.3507,0.0162
1.5769,1.3502,0.0161
1.5768,1.3496,0.0160
1.5766,1.3491,0.0158
1.5766,1.3486,0.0159
1.5764,1.3480,0.0156
1.5763,1.3474,0.0156
1.5761,1.3471,0.0155
1.5760,1.3467,0.0153
1.5759,1.3464,0.0153
1.5758,1.3460,0.0152
1.5757,1.3458,0.0150
1.5756,1.3456,0.0149
1.5756,1.3454,0.0148
1.5755,1.3456,0.0146
1.5754,1.3463,0.0139
1.5754,1.3474,0.0130
1.5754,1.3489,0.0115
1.5757,1.3504,0.0096
1.5759,1.3519,0.0072
1.5762,1.3533,0.0044
1.5766,1.3545,0.0010
1.5770,1.3557,-0.0028
1.5773,1.3561,-0.0067
1.5779,1.3567,-0.0107
1.5784,1.3576,-0.0151
1.5787,1.3587,-0.0196
1.5791,1.3591,-0.0241
1.5798,1.3593,-0.0283
1.5802,1.3594,-0.0325
1.5809,1.3593,-0.0362
1.5815,1.3589,-0.0399
1.5822,1.3584,-0.0431
1.5831,1.3577,-0.0459
1.5840,1.3569,-0.0483
1.5850,1.3560,-0.0501
1.5859,1.3551,-0.0516
1.5870,1.3542,-0.0525
1.5881,1.3530,-0.0530
1.5890,1.3518,-0.0531
1.5898,1.3506,-0.0529
1.5905,1.3503,-0.0524
1.5909,1.3503,-0.0520
1.5914,1.3502,-0.0515
1.5919,1.3502,-0.0511
1.5923,1.3502,-0.0506
1.5928,1.3503,-0.0502
1.5933,1.3503,-0.0497
1.5938,1.3502,-0.0492
1.5943,1.3503,-0.0488
1.5947,1.3502,-0.0484
1.5952,1.3503,-0.0479
1.5957,1.3502,-0.0474
1.5962,1.3503,-0.0468
1.5969,1.3502,-0.0463
1.5973,1.3502,-0.0459
1.5979,1.3502,-0.0454
1.5983,1.3501,-0.0449
1.5987,1.3500,-0.0446
1.5992,1.3500,-0.0441
1.5996,1.3500,-0.0437
1.6001,1.3501,-0.0433
1.6005,1.3501,-0.0429
1.6010,1.3501,-0.0424
1.6014,1.3500,-0.0420
1.6017,1.3501,-0.0416
1.6023,1.3500,-0.0412
1.6026,1.3500,-0.0408
1.6030,1.3499,-0.0404
1.6035,1.3497,-0.0400
1.6039,1.3497,-0.0396
1.6044,1.3497,-0.0391
1.6048,1.3497,-0.0387
1.6053,1.3497,-0.0384
1.6057,1.3496,-0.0380
1.6060,1.3497,-0.0376
1.6065,1.3498,-0.0372
1.6068,1.3496,-0.0369
1.6071,1.3497,-0.0365
1.6075,1.3496,-0.0362
1.6080,1.3495,-0.0357
1.6084,1.3494,-0.0354
1.6088,1.3495,-0.0350
1.6093,1.3493,-0.0345
1.6097,1.3493,-0.0342
1.6099,1.3493,-0.0339
1.6104,1.3493,-0.0334
1.6108,1.3493,-0.0332
1.6110,1.3493,-0.0328
1.6114,1.3492,-0.0325
1.6117,1.3493,-0.0322
1.6121,1.3492,-0.0319
1.6124,1.3491,-0.0315
1.6127,1.3491,-0.0312
1.6132,1.3491,-0.0307
1.6136,1.3490,-0.0305
1.6138,1.3491,-0.0301
1.6142,1.3490,-0.0298
1.6146,1.3489,-0.0294
1.6150,1.3488,-0.0291
1.6154,1.3487,-0.0288
1.6156,1.3488,-0.0285
1.6160,1.3487,-0.0281
1.6162,1.3487,-0.0279
1.6166,1.3486,-0.0275
1.6169,1.3486,-0.0273
1.6171,1.3487,-0.0270
1.6175,1.3486,-0.0267
1.6178,1.3486,-0.0264
1.6181,1.3485,-0.0261
1.6184,1.3485,-0.0258
1.6188,1.3484,-0.0255
1.6190,1.3484,-0.0252
1.6194,1.3483,-0.0249
1.6197,1.3483,-0.0246
1.6200,1.3482,-0.0243
1.6204,1.3482,-0.0238
1.6210,1.3471,-0.0232
1.6226,1.3457,-0.0208
1.6243,1.3441,-0.0173
1.6256,1.3429,-0.0130
1.6264,1.3415,-0.0087
1.6258,1.3403,-0.0050
1.6248,1.3396,-0.0018
1.6236,1.3389,0.0010
1.6223,1.3384,0.0035
1.6211,1.3384,0.0061
1.6203,1.3383,0.0085
1.6198,1.3383,0.0111
1.6196,1.3383,0.0139
1.6196,1.3382,0.0169
1.6198,1.3384,0.0200
1.6198,1.3387,0.0230
1.6197,1.3397,0.0256
1.6198,1.3407,0.0277
1.6199,1.3419,0.0295
1.6203,1.3431,0.0310
1.6208,1.3440,0.0324
1.6210,1.3448,0.0332
1.6211,1.3453,0.0337
1.6205,1.3457,0.0335
1.6199,1.3458,0.0333
1.6196,1.3458,0.0334
1.6194,1.3457,0.0335
1.6194,1.3455,0.0341
1.6195,1.3452,0.0348
1.6195,1.3448,0.0357
1.6194,1.3445,0.0368
1.6189,1.3442,0.0377
1.6183,1.3439,0.0386
1.6175,1.3436,0.0396
1.6167,1.3433,0.0406
1.6158,1.3426,0.0417
1.6148,1.3419,0.0432
1.6136,1.3411,0.0446
1.6124,1.3404,0.0462
1.6113,1.3397,0.0480
1.6105,1.3388,0.0501
1.6094,1.3378,0.0521
1.6078,1.3373,0.0541
1.6060,1.3364,0.0559
1.6040,1.3357,0.0576
1.6024,1.3359,0.0596
1.6012,1.3363,0.0615
1.6002,1.3370,0.0629
1.5997,1.3375,0.0643
1.5995,1.3372,0.0655
1.5997,1.3363,0.0668
1.5996,1.3358,0.0676
1.5992,1.3364,0.0678
1.5991,1.3373,0.0676
1.5985,1.3378,0.0671
1.5982,1.3378,0.0667
1.5977,1.3378,0.0662
1.5972,1.3379,0.0658
1.5969,1.3380,0.0654
1.5964,1.3380,0.0650
1.5958,1.3382,0.0644
1.5956,1.3382,0.0641
1.5951,1.3383,0.0636
1.5946,1.3384,0.0631
1.5942,1.3385,0.0627
1.5938,1.3385,0.0623
1.5935,1.3386,0.0619
1.5930,1.3387,0.0615
1.5927,1.3388,0.0611
1.5922,1.3388,0.0607
1.5919,1.3389,0.0603
1.5915,1.3389,0.0600
1.5911,1.3390,0.0596
1.5907,1.3391,0.0591
1.5903,1.3392,0.0587
1.5898,1.3392,0.0583
1.5896,1.3392,0.0580
1.5891,1.3393,0.0576
1.5888,1.3394,0.0572
1.5884,1.3395,0.0569
1.5880,1.3396,0.0564
1.5877,1.3396,0.0561
1.5874,1.3397,0.0558
1.5870,1.3397,0.0555
1.5867,1.3398,0.0550
1.5862,1.3398,0.0546
1.5859,1.3398,0.0544
1.5856,1.3399,0.0540
1.5852,1.3399,0.0537
1.5849,1.3400,0.0533
1.5846,1.3400,0.0530
1.5843,1.3401,0.0526
1.5839,1.3400,0.0523
1.5836,1.3401,0.0520
1.5833,1.3401,0.0517
1.5831,1.3401,0.0514
1.5826,1.3402,0.0511
1.5824,1.3402,0.0508
1.5820,1.3403,0.0504
1.5818,1.3403,0.0501
1.5813,1.3404,0.0497
1.5811,1.3403,0.0494
1.5807,1.3405,0.0491
1.5805,1.3405,0.0489
1.5802,1.3405,0.0486
1.5799,1.3406,0.0482
1.5797,1.3406,0.0480
1.5794,1.3406,0.0478
1.5789,1.3406,0.0473
1.5787,1.3407,0.0471
1.5784,1.3407,0.0469
1.5781,1.3407,0.0465
1.5779,1.3407,0.0462
1.5776,1.3408,0.0460
1.5773,1.3409,0.0457
1.5770,1.3408,0.0454
1.5768,1.3409,0.0451
1.5766,1.3409,0.0449
1.5763,1.3409,0.0447
1.5760,1.3410,0.0443
1.5757,1.3410,0.0440
1.5755,1.3410,0.0438
1.5753,1.3410,0.0436
1.5750,1.3410,0.0434
1.5748,1.3410,0.0431
1.5744,1.3411,0.0427
1.5742,1.3411,0.0425
1.5739,1.3411,0.0423
1.5737,1.3411,0.0420
1.5735,1.3412,0.0418
1.5732,1.3412,0.0415
1.5730,1.3412,0.0413
1.5726,1.3413,0.0410
1.5724,1.3413,0.0408
1.5723,1.3413,0.0406
1.5721,1.3414,0.0404
1.5718,1.3414,0.0401
1.5716,1.3414,0.0399
1.5713,1.3414,0.0397
1.5711,1.3413,0.0394
1.5708,1.3414,0.0392
1.5706,1.3414,0.0389
1.5704,1.3413,0.0387
1.5703,1.3414,0.0385
1.5700,1.3414,0.0383
1.5698,1.3414,0.0381
1.5695,1.3415,0.0378
1.5693,1.3414,0.0376
1.5691,1.3414,0.0375
1.5689,1.3414,0.0372
1.5687,1.3414,0.0370
1.5684,1.3414,0.0368
1.5683,1.3414,0.0366
1.5681,1.3415,0.0364
1.5678,1.3414,0.0362
1.5677,1.3414,0.0360
1.5676,1.3414,0.0358
1.5673,1.3414,0.0357
1.5671,1.3415,0.0354
1.5669,1.3414,0.0351
1.5666,1.3414,0.0350
1.5665,1.3415,0.0348
1.5663,1.3415,0.0346
1.5662,1.3416,0.0344
1.5659,1.3416,0.0343
1.5658,1.3416,0.0341
1.5657,1.3416,0.0339
1.5654,1.3416,0.0337
1.5652,1.3416,0.0335
1.5651,1.3415,0.0334
1.5650,1.3416,0.0332
1.5647,1.3416,0.0330
1.5645,1.3416,0.0328
1.5644,1.3416,0.0326
1.5642,1.3415,0.0325
1.5640,1.3416,0.0323
1.5639,1.3417,0.0321
1.5636,1.3416,0.0320
1.5636,1.3417,0.0319
1.5634,1.3416,0.0317
1.5632,1.3417,0.0315
1.5632,1.3416,0.0314
1.5629,1.3417,0.0312
1.5627,1.3417,0.0310
1.5627,1.3416,0.0309
1.5624,1.3416,0.0307
1.5622,1.3416,0.0306
1.5621,1.3417,0.0304
1.5619,1.3416,0.0303
1.5618,1.3417,0.0301
1.5616,1.3417,0.0299
1.5616,1.3417,0.0298
1.5614,1.3416,0.0296
1.5614,1.3417,0.0296
1.5611,1.3416,0.0294
1.5610,1.3418,0.0293
1.5609,1.3416,0.0292
1.5608,1.3417,0.0290
1.5606,1.3416,0.0289
1.5604,1.3417,0.0287
1.5604,1.3416,0.0286
1.5601,1.3416,0.0285
1.5601,1.3416,0.0284
1.5599,1.3416,0.0282
1.5599,1.3416,0.0281
1.5596,1.3416,0.0279
1.5595,1.3417,0.0278
1.5594,1.3416,0.0277
1.5593,1.3416,0.0275
1.5592,1.3416,0.0275
1.5589,1.3415,0.0273
1.5589,1.3415,0.0272
1.5588,1.3416,0.0271
1.5586,1.3416,0.0268
1.5586,1.3416,0.0268
1.5583,1.3416,0.0266
1.5583,1.3416,0.0266
1.5581,1.3416,0.0264
1.5581,1.3416,0.0264
1.5578,1.3416,0.0262
1.5578,1.3416,0.0261
1.5577,1.3416,0.0260
1.5575,1.3417,0.0258
1.5575,1.3416,0.0257
1.5573,1.3417,0.0256
1.5573,1.3416,0.0255
1.5573,1.3416,0.0255
1.5570,1.3416,0.0253
1.5570,1.3416,0.0253
1.5568,1.3416,0.0251
1.5568,1.3417,0.0250
1.5565,1.3416,0.0248
1.5565,1.3416,0.0248
1.5565,1.3417,0.0248
1.5563,1.3416,0.0246
1.5563,1.3416,0.0246
1.5562,1.3417,0.0244
1.5560,1.3416,0.0244
1.5559,1.3417,0.0242
1.5559,1.3417,0.0242
1.5557,1.3417,0.0240
1.5557,1.3417,0.0239
1.5556,1.3417,0.0238
1.5554,1.3416,0.0237
1.5554,1.3417,0.0237
1.5553,1.3418,0.0236
1.5553,1.3417,0.0235
1.5552,1.3416,0.0235
1.5551,1.3418,0.0234
1.5551,1.3417,0.0233
1.5549,1.3417,0.0232
1.5549,1.3418,0.0231
1.5549,1.3417,0.0231
1.5546,1.3417,0.0229
1.5546,1.3417,0.0228
1.5545,1.3418,0.0227
1.5545,1.3418,0.0227
1.5544,1.3418,0.0226
1.5543,1.3418,0.0225
1.5543,1.3418,0.0225
1.5540,1.3418,0.0223
1.5540,1.3418,0.0223
1.5540,1.3418,0.0223
1.5539,1.3418,0.0221
1.5538,1.3418,0.0220
1.5537,1.3418,0.0219
1.5537,1.3418,0.0219
1.5535,1.3418,0.0218
1.5534,1.3418,0.0217
1.5534,1.3418,0.0216
1.5534,1.3418,0.0216
1.5532,1.3418,0.0215
1.5532,1.3418,0.0215
1.5532,1.3418,0.0215
1.5531,1.3419,0.0214
1.5531,1.3419,0.0213
1.5531,1.3419,0.0213
1.5530,1.3418,0.0212
1.5529,1.3418,0.0211
1.5529,1.3419,0.0210
1.5529,1.3419,0.0210
1.5526,1.3418,0.0208
1.5526,1.3418,0.0208
1.5525,1.3420,0.0207
1.5525,1.3420,0.0207
1.5525,1.3419,0.0207
1.5524,1.3420,0.0205
1.5523,1.3420,0.0205
